48.1	-315.7	-462.1	-2.8	269.3
48.1	-315.7	-412.1	-2.8	269.3
48.1	-315.7	-362.1	-2.8	269.3
48.1	-315.7	-312.1	-2.8	269.3
48.1	-315.7	-262.1	-2.8	269.3
48.1	-315.7	-212.1	-2.8	269.3
48.1	-315.7	-162.1	-2.8	269.3
48.1	-315.7	-112.1	-2.8	269.3
48.1	-315.7	-62.1	-2.8	269.3
48.1	-315.7	-12.1	-2.8	269.3
48.1	-315.7	37.9	-2.8	269.3
48.1	-265.7	37.9	-2.9	255.0
48.1	-265.7	-12.1	-2.9	255.0
48.1	-265.7	-62.1	-2.9	255.0
48.1	-265.7	-112.1	-2.9	255.0
48.1	-265.7	-162.1	-2.9	255.0
48.1	-265.7	-212.1	-2.9	255.0
48.1	-265.7	-262.1	-2.9	255.0
48.1	-265.7	-312.1	-2.9	255.0
48.1	-265.7	-362.1	-2.9	255.0
48.1	-265.7	-412.1	-2.9	255.0
48.1	-265.7	-462.1	-2.9	255.0
48.1	-215.7	-462.1	3.1	250.0
48.1	-215.7	-412.1	3.1	250.0
48.1	-215.7	-362.1	3.1	250.0
48.1	-215.7	-312.1	3.1	250.0
48.1	-215.7	-262.1	3.1	250.0
48.1	-215.7	-212.1	3.1	250.0
48.1	-215.7	-162.1	3.1	250.0
48.1	-215.7	-112.1	3.1	250.0
48.1	-215.7	-62.1	3.1	250.0
48.1	-215.7	-12.1	3.1	250.0
48.1	-215.7	37.9	3.1	250.0
48.1	-165.7	37.9	2.9	255.0
48.1	-165.7	-12.1	2.9	255.0
48.1	-165.7	-62.1	2.9	255.0
48.1	-165.7	-112.1	2.9	255.0
48.1	-165.7	-162.1	2.9	255.0
48.1	-165.7	-212.1	2.9	255.0
48.1	-165.7	-262.1	2.9	255.0
48.1	-165.7	-312.1	2.9	255.0
48.1	-165.7	-362.1	2.9	255.0
48.1	-165.7	-412.1	2.9	255.0
48.1	-165.7	-462.1	2.9	255.0
48.1	-115.7	-462.1	2.8	269.3
48.1	-115.7	-412.1	2.8	269.3
48.1	-115.7	-362.1	2.8	269.3
48.1	-115.7	-312.1	2.8	269.3
48.1	-115.7	-262.1	2.8	269.3
48.1	-115.7	-212.1	2.8	269.3
48.1	-115.7	-162.1	2.8	269.3
48.1	-115.7	-112.1	2.8	269.3
48.1	-115.7	-62.1	2.8	269.3
48.1	-115.7	-12.1	2.8	269.3
48.1	-115.7	37.9	2.8	269.3
98.1	-365.7	37.9	-2.5	250.0
98.1	-365.7	-12.1	-2.5	250.0
98.1	-365.7	-62.1	-2.5	250.0
98.1	-365.7	-112.1	-2.5	250.0
98.1	-365.7	-162.1	-2.5	250.0
98.1	-365.7	-212.1	-2.5	250.0
98.1	-365.7	-262.1	-2.5	250.0
98.1	-365.7	-312.1	-2.5	250.0
98.1	-365.7	-362.1	-2.5	250.0
98.1	-365.7	-412.1	-2.5	250.0
98.1	-365.7	-462.1	-2.5	250.0
98.1	-315.7	-462.1	-2.7	223.6
98.1	-315.7	-412.1	-2.7	223.6
98.1	-315.7	-362.1	-2.7	223.6
98.1	-315.7	-312.1	-2.7	223.6
98.1	-315.7	-262.1	-2.7	223.6
