38.1	-215.7	-212.1	3.1	260.0
48.1	-215.7	-212.1	3.1	250.0
58.1	-215.7	-212.1	3.1	240.0
68.1	-215.7	-212.1	3.1	230.0
78.1	-215.7	-212.1	3.1	220.0
88.1	-215.7	-212.1	3.1	210.0
98.1	-215.7	-212.1	3.1	200.0
108.1	-215.7	-212.1	3.1	190.0
118.1	-215.7	-212.1	3.1	180.0
128.1	-215.7	-212.1	3.1	170.0
138.1	-215.7	-212.1	3.1	160.0
148.1	-215.7	-212.1	3.1	150.0
158.1	-215.7	-212.1	3.1	140.0
168.1	-215.7	-212.1	3.1	130.0
178.1	-215.7	-212.1	3.1	120.0
188.1	-215.7	-212.1	3.1	110.0
198.1	-215.7	-212.1	3.1	100.0
208.1	-215.7	-212.1	3.1	90.0
218.1	-215.7	-212.1	3.1	80.0
228.1	-215.7	-212.1	3.1	70.0
238.1	-215.7	-212.1	3.1	60.0
248.1	-215.7	-212.1	3.1	50.0
258.1	-215.7	-212.1	3.1	40.0
268.1	-215.7	-212.1	3.1	30.0
278.1	-215.7	-212.1	3.1	20.0
288.1	-215.7	-212.1	3.1	10.0
298.1	-215.7	-212.1	0.0	0.0
308.1	-215.7	-212.1	0.0	10.0
318.1	-215.7	-212.1	0.0	20.0
328.1	-215.7	-212.1	0.0	30.0
338.1	-215.7	-212.1	0.0	40.0
348.1	-215.7	-212.1	0.0	50.0
358.1	-215.7	-212.1	0.0	60.0
368.1	-215.7	-212.1	0.0	70.0
378.1	-215.7	-212.1	0.0	80.0
388.1	-215.7	-212.1	0.0	90.0
398.1	-215.7	-212.1	0.0	100.0
408.1	-215.7	-212.1	0.0	110.0
418.1	-215.7	-212.1	0.0	120.0
428.1	-215.7	-212.1	0.0	130.0
438.1	-215.7	-212.1	0.0	140.0
448.1	-215.7	-212.1	0.0	150.0
458.1	-215.7	-212.1	0.0	160.0
468.1	-215.7	-212.1	0.0	170.0
478.1	-215.7	-212.1	0.0	180.0
488.1	-215.7	-212.1	0.0	190.0
498.1	-215.7	-212.1	0.0	200.0
508.1	-215.7	-212.1	0.0	210.0
518.1	-215.7	-212.1	0.0	220.0
528.1	-215.7	-212.1	0.0	230.0
538.1	-215.7	-212.1	0.0	240.0
548.1	-215.7	-212.1	0.0	250.0
558.1	-215.7	-212.1	0.0	260.0
558.1	-215.7	-212.1	0.0	260.0
548.1	-215.7	-212.1	0.0	250.0
538.1	-215.7	-212.1	0.0	240.0
528.1	-215.7	-212.1	0.0	230.0
518.1	-215.7	-212.1	0.0	220.0
508.1	-215.7	-212.1	0.0	210.0
498.1	-215.7	-212.1	0.0	200.0
488.1	-215.7	-212.1	0.0	190.0
478.1	-215.7	-212.1	0.0	180.0
468.1	-215.7	-212.1	0.0	170.0
458.1	-215.7	-212.1	0.0	160.0
448.1	-215.7	-212.1	0.0	150.0
438.1	-215.7	-212.1	0.0	140.0
428.1	-215.7	-212.1	0.0	130.0
418.1	-215.7	-212.1	0.0	120.0
408.1	-215.7	-212.1	0.0	110.0
398.1	-215.7	-212.1	0.0	100.0
388.1	-215.7	-212.1	0.0	90.0
378.1	-215.7	-212.1	0.0	80.0
368.1	-215.7	-212.1	0.0	70.0
358.1	-215.7	-212.1	0.0	60.0
348.1	-215.7	-212.1	0.0	50.0
338.1	-215.7	-212.1	0.0	40.0
328.1	-215.7	-212.1	0.0	30.0
318.1	-215.7	-212.1	0.0	20.0
308.1	-215.7	-212.1	0.0	10.0
298.1	-215.7	-212.1	0.0	0.0
288.1	-215.7	-212.1	3.1	10.0
278.1	-215.7	-212.1	3.1	20.0
268.1	-215.7	-212.1	3.1	30.0
258.1	-215.7	-212.1	3.1	40.0
248.1	-215.7	-212.1	3.1	50.0
238.1	-215.7	-212.1	3.1	60.0
228.1	-215.7	-212.1	3.1	70.0
218.1	-215.7	-212.1	3.1	80.0
208.1	-215.7	-212.1	3.1	90.0
198.1	-215.7	-212.1	3.1	100.0
188.1	-215.7	-212.1	3.1	110.0
178.1	-215.7	-212.1	3.1	120.0
168.1	-215.7	-212.1	3.1	130.0
158.1	-215.7	-212.1	3.1	140.0
148.1	-215.7	-212.1	3.1	150.0
138.1	-215.7	-212.1	3.1	160.0
128.1	-215.7	-212.1	3.1	170.0
118.1	-215.7	-212.1	3.1	180.0
108.1	-215.7	-212.1	3.1	190.0
98.1	-215.7	-212.1	3.1	200.0
88.1	-215.7	-212.1	3.1	210.0
78.1	-215.7	-212.1	3.1	220.0
68.1	-215.7	-212.1	3.1	230.0
58.1	-215.7	-212.1	3.1	240.0
